Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
BUENOS AIRES,Maipú,Las Armas,6511010,,,,,,,,54,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Maipú,Maipú,6511020,1.100,,,,,,,20,,,,,,,,35,,,,,,,,189,,,,,,,,,421,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Maipú,Santo Domingo,6511030,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,41,,,,,,,,,,785,,,1.153,,,,,1.144,1,,,,,,1.965,,,,,,,1.203,,,,658,,,,,,2.090,,,,,9,,,,,,,,,,,,,,50,,,,,,,2.246,,,,,,,533,,,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,22,,,,,,,25,,,16,,,92,,,,,3,49,,,,,,211,,,,,,,7,,,,251,,,,,,13,,,,,9,,,,,,,,,,,,,,7,,,,,,,1.072,,,,,,,270,,,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,16,,,,,,4,1,,,112,,,263,,56,,,294,1,,,,18,,618,,,,,,,172,,,,81,,,,,,271,,,,,12,,,,,,,,,,,,,,19,,,,,,,991,,,,,,,269,,,
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,4,,,4,1,,12,5,,,1,,,6,,54,,,9,15,,,,72,,288,,,,,,,89,,,,,,,,,,24,,,,,6.015,,,,,,,,,,,,,,85,,,,,,,2.161,,,,,,,534,,,
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,4,,,,,,,1,,,1,,,8,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,4,,,
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,127,,,1,,,,691,,,,,,,,,,,1,,,,,,,1.031,,,,,,,,,,,1.951,,,,,,5,,,,,22,,,,,,,,,,,,,,1.666,,,,,,,1.456,,,,,,,287,,,
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,7,,,,,,,5,,,4,,,14,,13,,,1,1,,,,5,,117,,,,,,,4,,,,3,,,,,,10,,,,,2.575,,,,,,,,,,,,,,12,,,,,,,1.224,,,,,,,291,,,
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,141,,,,,,,22,,,3,,,11,,2,2,,,3,,,,,,1.495,,,,,,,62,,,,233,,,,,,15,,,,,51,,,,5,,,,,,,,,,4,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,513,,,,,,,16,,,,,,6,,,1,,,2,,,,,,257,,,,,,,,,,,14,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,,,,,,,,,,,,,,,,,,,,52,,,,5,,29,,,3,,,,9,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mar Chiquita,La Caleta,6518020,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,166,,,,,,,,,,,,,,,25,,,,,,,,83,,1.045,,,,,,,72,,,,139,,,,,,,,,,,87,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,1,,,,,,,401,,,70,,,1.503,,,36,,,805,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Marcos Paz,Marcos Paz,6525020,941,,,1,,,28,,,,,,,1,,419,,,,2,,,,841,,20,,,,,,,628,5,,,,,,,,38,3,,,,,1,,16,,,,,,524,,,,25,,,,,,,,,300,,,,,,,67,,5.277,
BUENOS AIRES,Mercedes,Gowland,6532010,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mercedes,Jorge Born,6532030,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Mercedes,Mercedes,6532020,1,,,7,,,44,,,,101,,,46,,527,,,,217,,970,,400,,737,,,,,,,256,,,,2.921,,,,,,,,,,,3.248,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,
BUENOS AIRES,Merlo,Libertad,6539010,14,,,1,,,4,3,,,1.587,,,10,,29,,,4,125,,21,,39,,575,,,,,,1,38,,,,9,,,,,,71,,,,,14.601,,,,,,,,,,,,,,66,,,,,,,5.164,,,,,,,1.177,,,
BUENOS AIRES,Merlo,Mariano Acosta,6539010,9.730,,,,,,,1,,,,,,,,,,,2,,,,,,,221,,,,,,,,,,,,,,,,,16,,,,,1,,,,,,,,,,,,,,14,,,,,,,2.955,,,,,,,540,,,
BUENOS AIRES,Merlo,Merlo,6539010,194,,,8,,,26,8,,,267,,,27,,128,,,24,780,,5,,69,,1.063,,,,,,,113,,,,25,,,,,,78,,,,,23.487,,,,,,,,,,,,,,400,,,,,,,13.593,,,,,,,2.923,,,
BUENOS AIRES,Merlo,OTROS,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Merlo,Pontevedra,6539010,,,,,,,5,,,,,,,130,,169,,,3,1,,1.659,,249,,112,,,,,,,256,,,,2,,,,,,9,,,,,1,,,,,,,,,,,,,,21,,,,,,,1.473,,,,,,,322,,,
BUENOS AIRES,Merlo,San Antonio De Padua,6539010,30,,,4,,,2,2,,,92,,,3,,5,,,6,328,,,,3,,103,,,,,,3,3,,,,,,,,,,6,,,,,6.105,,,,,,,,,,,,,,130,,,,,,,1.196,,,,,,,362,,,
BUENOS AIRES,Monte,Abbott,6547010,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,,1,,,24,,,63,,,368,,25,,,12,,,1.194,184,,,,6,,1.652,,,,,,8,29,,,,562,,,,,,,,,,,,,,,,,,,,,,,,,904,,,,,,,,,,,,,,,,,
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,6553010,,,,,,,,,,,1,,,1,,,,,,29,,,,,,477,,,,,,,8,,,,,,,,,,,,,,,91,,,,,,,,41,,,,,,48,,,,,,,,,,,,,,,,,
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6553020,,,,,,,,,,,3,,,47,,,2,,6,671,,,,,,3.732,,,1,,,,242,,,,31,,,,,,,,,,,823,,,,,,,,84,,,,,,299,,,,,,,,,,,,,,,,16,
BUENOS AIRES,Moreno,Cuartel V,6560010,,,,,,,,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,14,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,15,,,,,,,1,,,
BUENOS AIRES,Moreno,Francisco Alvarez,6560010,1,,,,,,45,,,,,,,,,465,,,62,,,,,221,,394,,,,,,,252,,,,141,,,,,,2,,,,,596,,,,,,,,280,,,,,,51,,,,,,,891,,,,,,,300,,,
BUENOS AIRES,Moreno,La Reja,6560010,,,,,1,,5,,,,,,,,,47,,,227,,,,,11,,1.395,,,,,,,3,,,,419,,,,,,7,,,,,50,,,,,,,,796,,,,,,58,,,,,,,2.011,,,,,,,420,,,
BUENOS AIRES,Moreno,Moreno,6560010,5,,,8,1,,43,6,,,677,,,263,,276,,,717,1.193,,,,107,,6.484,,,,,,,35,,,,16.181,,,,,,53,,,,,17.498,,,,,,,,421,,,,,,1.306,,,,,,,7.761,,,,,,,1.902,,,
BUENOS AIRES,Moreno,Paso Del Rey,6560010,,,,3,,,,,,,,,,,,,,,3,9,,,,,,761,,,,,,1,,,,,1,,,,,,12,,,,,7,,,,,,,,,,,,,,80,,,,,,,2.212,,,,,,,566,,,
BUENOS AIRES,Moreno,Trujui,6560010,,,,2,,,14,,,,,,,1,,149,,,2,22,,,,50,,1.534,,,,,,,31,,,,11,,,,,,765,,,,,9.220,,,,,,,,,,,,,,989,,,,,,,1.472,,,,,,,223,,,
BUENOS AIRES,Morón,Castelar,6568010,,,,,,,,25,,,5,,,4,,5,,,9,100,,1,,5,,331,,,,,,2,1,,,,39,,,,,,53,,,,,25,,,,,,,,,,,,,,9.411,,,,,,,2.749,,,,,,,635,,,
BUENOS AIRES,Morón,El Palomar,6568010,,,,4,,,,47,,,,,,36,,,,,2,76,,,,3,,217,,,,,,2,7,,,,72,,,,,,22,,,,,1,,,,,,,,,,,,,,3.870,,,,,,,1.092,,,,,,,268,,,
BUENOS AIRES,Morón,Haedo,6568010,3,,,8,,,30,9,,,1,,,1,,67,1,,21,38,,5,,60,,270,,,,,,,127,,,,22,,,,,,28,,,,,9.406,,,,,,,,,,,,,,3.655,,,,,,,900,,,,,,,198,,,
BUENOS AIRES,Morón,Moron,6568010,9,,,18,3,,69,25,,,4,,,10,,213,,,15,28,,,,149,,468,,,,,,,453,,,,107,,,,,,58,,,,,7.067,,,,,,,,,,,,,,9.759,,,,,,,2.914,,,,,,,753,,,
BUENOS AIRES,Morón,Villa Sarmiento,6568010,2,,,,,,3,1,,,2,,,,,8,,,,87,,,,10,,184,,,,,,1,1,,,,10,,,,,,11,,,,,3.446,,,,,,,,,,,,,,1.296,,,,,,,456,,,,,,,107,,,
BUENOS AIRES,Navarro,José Juan Almeyra,6574010,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Las Marianas,6574020,,,,,,,,,,,,,,,,,,,,135,,,,9,,13,,,38,,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Navarro,6574030,1.919,,,1,,,,,,,,,,,,53,,,,159,,,,100,,20,,,35,,,,242,,,,,,,,,,1.480,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,,,,,,,,,,,,,,,,,7,,,92,,,,26,,15,,,12,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Claraz,6581010,,,,,,,,,,,101,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Costa Bonita,6581040,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Energía,6581025,,,,,,,,,,,,,,,,2,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Juan N. Fernández,6581030,,,,2,,,,,,,575,,,60,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Necochea - Quequén,6581040,1,,,1,,,113,1,,,,,,8,,1.126,,,977,33,,1.039,,1.059,,1.537,,,,,,,2.080,,,,560,,,,,,,,,,,644,,,,,,,,,,,,,,2.397,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,,,,,,,,193,,,22,,,285,,11,,,48,,,65,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,OTROS,Sin Datos,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Colonia Hinojo,6595070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Hinojo,6595060,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Olavarría,6595070,7,,,5,,,5,1,,,2,,,123,,227,,,685,,,,,470,,1.345,,,,,,,911,,,,35,,,,,,,,,,,14,,,,,,,,,,,,,,1.554,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Sierra Chica,6595100,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Sierras Bayas,6595110,,,,,,,,,,,,,,,,28,,,,,,,,90,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,OTROS,OTROS,Sin Datos,39.162,,,27.866,,,,8,,,,,,5,,6,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Bahía San Blas,6602010,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Carmen de Patagones,6602030,4.159,,,1,,,6,,,,,,,3,,159,,,,,,2,,376,,6,,,,,,3,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,José B. Casas,6602040,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Juan A. Pradere,6602050,,,,,,,,,,,2,,,,,,2,,,44,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Stroeder,6602060,,,,,,,,,,,11,,,,,,6,,157,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Villalonga,6602070,,,,,,,,,,,71,,,,,3,76,,,98,,,,9,,201,,,,,,,105,,,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Capitán Castro,6609010,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Chiclana,6609080,,,,,,,,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Francisco Madero,6609030,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Juan José Paso,6609040,10,,,,,,,,,,272,,,72,,,31,,,16,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Magdala,6609050,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Mones Cazón,6609060,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Nueva Plata,6609070,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Pehuajó,6609080,164,,,,,,20,1,,,,,,152,,758,,,624,,,,,1.391,,299,,,,,,,1.226,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,San Esteban,6609020,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pellegrini,Pellegrini,6616030,,,,1,,,,,,,2,,,,,14,,,,827,,,,56,,,,,,,,,241,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Acevedo,6623010,110,,,,,,,,,,,,,5,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Fontezuela,6623020,,,,,,,,32,,,,,,2,,,,,,95,,,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Guerrico,6623030,1,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,,,,,,,,63,,,1,,,5,,,,,,228,,,,,,18,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,La Violeta,6623060,,,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,,,,,,,,,,,,,,,,,,,374,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Pergamino,6623100,14,,,3,1,,95,,,,,,,,,1.213,,,252,1,,,,918,,170,,,,,,,499,,,,11,,,,,,1,,,,,16,,,,,,,,,,,,,,1.237,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Pinzón,6623110,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Rancagua,6623120,,,,,,,,,,,109,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Villa San José,6623140,,,,,,,,,,,,,,15,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pila,Casalins,6630010,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pila,Pila,6630020,,,,,,,,,,,,,,,,,,,,11,,,,19,,,,,15,,,,12,,,,4,,,,,,,,,,,10,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Del Viso,6638040,2,,,,,,,46,,,143,,,526,,,6,,31,1.493,,,,202,,2.033,,,683,,,,11,,,,670,,,,,,368,,,,,2.566,,,,,,,,352,,,,,,5.114,,,,,,,1.255,,,,,,,291,,,
BUENOS AIRES,Pilar,Fátima,6638040,11,,,,,,4,,,,,,,357,,27,,,,1,,,,7,,,,,,,,,3,,,,6,,,,,,,,,,,11,,,,,,,,,,,,,,2.563,,,,,,,7,,,,,,,,,,
BUENOS AIRES,Pilar,La Lonja,6638040,83,,,,,,,124,,,30,,,444,,,5,,,588,,,,55,,952,,,60,,,,5,,,,56,,,,,,33,,,,,109,,,,,,,,151,,,,,,271,,,,,,,120,,,,,,,11,,,
BUENOS AIRES,Pilar,Los Cachorros,6638040,,,,,,,,,,,,,,,,,,,2,,,,,,,83,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6,,,,,,,1.631,,,,,,,319,,,
BUENOS AIRES,Pilar,Manuel Alberti,6638040,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Manzanares,6638040,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,396,,,,,,,1,,,
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,,,,,,,,,,,,,,5,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,OTROS,Sin Datos,,,,,,,,,,,,,,31,,,,,,237,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Pilar,6638040,126,,,9,2,,44,83,,,341,,,256,,238,10,,19,1.410,,,,375,,3.340,,,132,,,,389,,,,9.134,,,,,,114,,,,,10.750,,,,,,,,23,,,,,,2.572,,,,,,,4.850,,,,,,,1.168,,,
BUENOS AIRES,Pilar,Presidente Derqui,6638040,,,,,,,,,,,,,,14,,,1.564,,9,239,,,,,,512,,,,,,,,,,,,,,,,,24,,,,,5,,,,,,,,,,,,,,28,,,,,,,2.125,,,,,,,468,,,
BUENOS AIRES,Pilar,Santa Teresa,6638040,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Tortuguitas,6638040,,,,,2,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Villa Astolfi,6638040,,,,,,,,,,,,,,1,,,,,,8,,,,,,20,,,,,,,,,,,,,,,,,25,,,,,1,,,,,,,,,,,,,,3,,,,,,,690,,,,,,,130,,,
BUENOS AIRES,Pilar,Villa Rosa,6638040,11,,,,,,17,,,,4,,,71,,160,,,4,397,,,,142,,113,,,3,,,,158,,,,365,,,,,,22,,,,,9,,,,,,,,,,,,,,295,,,,,,,1.587,,,,,,,366,,,
BUENOS AIRES,Pilar,Zelaya,6638040,,,,,,,,,,,,,,6,,,,,,7,,,,,,19,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,
BUENOS AIRES,Pinamar,Carilo,6644010,,,,,,,,22,,,1,,,,,,,,1,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pinamar,Pinamar,6644010,1.000,,,2,1,,3,72,,,1,,,38,,21,,,3,278,,,,19,,8.705,,,,,,,94,,,,20,,,,,,,,,,,14.812,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,
BUENOS AIRES,Presidente Perón,Guernica,6648010,4,,,,,,5,,,,42,,,49,,42,15,,26,,,3,,14,,460,,,,,,,19,,,,3,,,,,,20,,,,,6.319,,,,,,,,,,,,,,153,,,,,,,5.816,,,,,,,1.143,,,
BUENOS AIRES,Puán,Bordenave,6651020,,,,1,,,,,,141,,,,17,,,,,1,,,,,,,,,,,,,,166,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Darregueira,6651030,2.142,,,,,,,,,,,,,,,11,,,,,,,,30,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Puán,6651080,,,,1,,,,,,,,,,,,,,,,,,,,,,1.103,,,,,,,,,,,765,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
